,battery_pack_status_identifier,asset_serial_number,battery_pack_identifier,record_create_date,record_create_timestamp,state_of_charge,energy_consumption,battery_lifetime,max_cell_temperature,min_cell_temperature
2403,2404.0,ASN00003,BAT00003,19-05-2023,19-05-2023 12:36,85.9,3565300.0,2184.726,27.156,23.125
2405,2406.0,ASN00003,BAT00003,19-05-2023,19-05-2023 12:47,87.3,3565700.0,2184.898,27.156,23.125
2407,2408.0,ASN00003,BAT00003,19-05-2023,19-05-2023 12:57,88.7,3566200.0,2185.07,27.156,23.125
2409,2410.0,ASN00003,BAT00003,19-05-2023,19-05-2023 13:07,90.0,3566600.0,2185.237,27.094,23.156
2411,2412.0,ASN00003,BAT00003,19-05-2023,19-05-2023 13:17,91.0,3566900.0,2185.409,27.063,23.094
2413,2414.0,ASN00003,BAT00003,19-05-2023,19-05-2023 13:28,90.9,3567100.0,2185.581,26.938,23.031
2415,2416.0,ASN00003,BAT00003,19-05-2023,19-05-2023 13:38,90.8,3567300.0,2185.748,26.719,23.031
2417,2418.0,ASN00003,BAT00003,19-05-2023,19-05-2023 13:48,90.9,3567400.0,2185.92,26.469,22.969
2419,2420.0,ASN00003,BAT00003,19-05-2023,19-05-2023 13:58,91.3,3567500.0,2186.087,26.219,22.844
2421,2422.0,ASN00003,BAT00003,19-05-2023,19-05-2023 14:08,91.5,3567600.0,2186.259,25.938,22.719
2423,2424.0,ASN00003,BAT00003,19-05-2023,19-05-2023 14:19,92.9,3567600.0,2186.432,25.625,22.625
2425,2426.0,ASN00003,BAT00003,19-05-2023,19-05-2023 14:29,93.5,3567600.0,2186.604,25.313,22.563
2427,2428.0,ASN00003,BAT00003,19-05-2023,19-05-2023 14:39,93.8,3567700.0,2186.776,25.125,22.531
2429,2430.0,ASN00003,BAT00003,19-05-2023,19-05-2023 14:49,93.8,3567700.0,2186.943,24.938,22.438
2431,2432.0,ASN00003,BAT00003,19-05-2023,19-05-2023 15:00,93.8,3567700.0,2187.115,24.75,22.406
2433,2434.0,ASN00003,BAT00003,19-05-2023,19-05-2023 15:10,93.8,3567700.0,2187.282,24.563,22.406
2435,2436.0,ASN00003,BAT00003,19-05-2023,19-05-2023 15:20,93.8,3567700.0,2187.454,24.375,22.406
2437,2438.0,ASN00003,BAT00003,19-05-2023,19-05-2023 15:30,93.7,3567700.0,2187.621,24.219,22.313
2439,2440.0,ASN00003,BAT00003,19-05-2023,19-05-2023 15:40,93.7,3567800.0,2187.793,24.031,22.281
2441,2442.0,ASN00003,BAT00003,19-05-2023,19-05-2023 15:51,93.7,3567800.0,2187.965,23.844,22.25
2443,2444.0,ASN00003,BAT00003,19-05-2023,19-05-2023 16:01,93.6,3567800.0,2188.132,23.688,22.25
2445,2446.0,ASN00003,BAT00003,19-05-2023,19-05-2023 16:11,93.6,3567800.0,2188.304,23.531,22.281
2447,2448.0,ASN00003,BAT00003,19-05-2023,19-05-2023 16:21,93.5,3567800.0,2188.471,23.406,22.25
2449,2450.0,ASN00003,BAT00003,19-05-2023,19-05-2023 16:31,93.5,3567900.0,2188.643,23.25,22.25
2451,2452.0,ASN00003,BAT00003,19-05-2023,19-05-2023 16:42,93.4,3567900.0,2188.815,23.125,22.156
2453,2454.0,ASN00003,BAT00003,19-05-2023,19-05-2023 16:52,93.4,3567900.0,2188.982,23.0,22.156
2455,2456.0,ASN00003,BAT00003,19-05-2023,19-05-2023 17:02,93.3,3567900.0,2189.154,22.875,22.188
2457,2458.0,ASN00003,BAT00003,19-05-2023,19-05-2023 17:12,93.3,3567900.0,2189.321,22.781,22.156
2460,2461.0,ASN00003,BAT00003,19-05-2023,19-05-2023 17:22,93.2,3568000.0,2189.493,22.75,22.219
2462,2463.0,ASN00003,BAT00003,19-05-2023,19-05-2023 17:33,93.2,3568000.0,2189.665,22.75,22.25
2464,2465.0,ASN00003,BAT00003,19-05-2023,19-05-2023 17:43,93.1,3568000.0,2189.832,22.719,22.219
2466,2467.0,ASN00003,BAT00003,19-05-2023,19-05-2023 17:53,93.1,3568000.0,2190.004,22.688,22.25
2468,2469.0,ASN00003,BAT00003,19-05-2023,19-05-2023 18:03,93.0,3568000.0,2190.176,22.719,22.219
2470,2471.0,ASN00003,BAT00003,19-05-2023,19-05-2023 18:14,93.0,3568000.0,2190.349,22.688,22.156
2472,2473.0,ASN00003,BAT00003,19-05-2023,19-05-2023 18:24,92.9,3568100.0,2190.515,22.656,22.125
2474,2475.0,ASN00003,BAT00003,19-05-2023,19-05-2023 18:34,92.9,3568100.0,2190.687,22.656,22.094
2476,2477.0,ASN00003,BAT00003,19-05-2023,19-05-2023 18:44,92.8,3568100.0,2190.86,22.688,22.094
2478,2479.0,ASN00003,BAT00003,19-05-2023,19-05-2023 18:54,92.8,3568100.0,2190.982,22.688,22.094
2538,2539.0,ASN00003,BAT00003,22-05-2023,22-05-2023 14:40,92.1,3568100.0,2191.187,19.844,17.688
2540,2541.0,ASN00003,BAT00003,22-05-2023,22-05-2023 14:50,91.8,3568100.0,2191.346,20.125,17.844
2542,2543.0,ASN00003,BAT00003,22-05-2023,22-05-2023 15:00,91.8,3568100.0,2191.518,20.438,17.969
2544,2545.0,ASN00003,BAT00003,22-05-2023,22-05-2023 15:10,91.9,3568100.0,2191.69,20.719,18.156
2546,2547.0,ASN00003,BAT00003,22-05-2023,22-05-2023 15:20,91.9,3568100.0,2191.857,20.969,18.313
2548,2549.0,ASN00003,BAT00003,22-05-2023,22-05-2023 15:31,91.9,3568200.0,2192.029,21.219,18.469
2553,2554.0,ASN00003,BAT00003,22-05-2023,22-05-2023 16:13,91.5,3568200.0,2192.071,21.969,19.25
2555,2556.0,ASN00003,BAT00003,22-05-2023,22-05-2023 16:23,89.4,3569200.0,2192.243,22.344,19.563
2557,2558.0,ASN00003,BAT00003,22-05-2023,22-05-2023 16:34,88.1,3569900.0,2192.415,22.75,19.938
2559,2560.0,ASN00003,BAT00003,22-05-2023,22-05-2023 16:44,85.7,3570700.0,2192.587,23.25,20.438
2561,2562.0,ASN00003,BAT00003,22-05-2023,22-05-2023 16:54,83.6,3571400.0,2192.754,23.844,21.0
2563,2564.0,ASN00003,BAT00003,22-05-2023,22-05-2023 17:04,79.3,3572800.0,2192.926,24.656,21.656
2565,2566.0,ASN00003,BAT00003,22-05-2023,22-05-2023 17:14,75.4,3574000.0,2193.093,25.5,22.469
2568,2569.0,ASN00003,BAT00003,22-05-2023,22-05-2023 17:25,70.8,3575500.0,2193.265,26.313,23.344
2570,2571.0,ASN00003,BAT00003,22-05-2023,22-05-2023 17:35,67.4,3576500.0,2193.437,27.0,24.156
2572,2573.0,ASN00003,BAT00003,22-05-2023,22-05-2023 17:45,64.6,3577400.0,2193.606,27.531,24.813
2575,2576.0,ASN00003,BAT00003,22-05-2023,22-05-2023 18:03,64.5,3577400.0,2193.621,28.188,25.625
2577,2578.0,ASN00003,BAT00003,22-05-2023,22-05-2023 18:13,60.8,3578300.0,2193.787,28.469,26.063
2579,2580.0,ASN00003,BAT00003,22-05-2023,22-05-2023 18:23,57.0,3579200.0,2193.96,28.813,26.469
2581,2582.0,ASN00003,BAT00003,22-05-2023,22-05-2023 18:33,55.2,3579600.0,2194.127,29.156,26.875
2583,2584.0,ASN00003,BAT00003,22-05-2023,22-05-2023 18:43,53.5,3580000.0,2194.299,29.5,27.281
2585,2586.0,ASN00003,BAT00003,22-05-2023,22-05-2023 18:54,50.2,3581000.0,2194.471,29.688,27.531
2587,2588.0,ASN00003,BAT00003,22-05-2023,22-05-2023 19:04,47.2,3581900.0,2194.638,29.781,27.719
2589,2590.0,ASN00003,BAT00003,22-05-2023,22-05-2023 19:14,44.0,3582900.0,2194.81,29.875,27.875
2591,2592.0,ASN00003,BAT00003,22-05-2023,22-05-2023 19:24,40.6,3584000.0,2194.982,30.094,28.0
2593,2594.0,ASN00003,BAT00003,22-05-2023,22-05-2023 19:35,37.2,3585100.0,2195.154,30.313,28.188
2595,2596.0,ASN00003,BAT00003,22-05-2023,22-05-2023 19:45,33.7,3586300.0,2195.321,30.563,28.438
2597,2598.0,ASN00003,BAT00003,22-05-2023,22-05-2023 19:55,31.7,3587000.0,2195.429,30.719,28.625
2599,2600.0,ASN00003,BAT00003,22-05-2023,22-05-2023 20:05,29.5,3587500.0,2195.536,31.125,29.0
2601,2602.0,ASN00003,BAT00003,22-05-2023,22-05-2023 20:16,22.9,3588100.0,2195.649,31.625,29.5
2603,2604.0,ASN00003,BAT00003,22-05-2023,22-05-2023 20:26,24.5,3588600.0,2195.822,32.0,29.813
2605,2606.0,ASN00003,BAT00003,22-05-2023,22-05-2023 20:36,26.2,3589000.0,2195.994,32.313,30.125
2607,2608.0,ASN00003,BAT00003,22-05-2023,22-05-2023 20:47,28.0,3589500.0,2196.166,32.656,30.469
2609,2610.0,ASN00003,BAT00003,22-05-2023,22-05-2023 20:57,29.8,3590000.0,2196.333,32.969,30.875
2611,2612.0,ASN00003,BAT00003,22-05-2023,22-05-2023 21:07,31.6,3590400.0,2196.505,33.5,31.281
2613,2614.0,ASN00003,BAT00003,22-05-2023,22-05-2023 21:17,33.3,3590900.0,2196.672,34.0,31.688
2615,2616.0,ASN00003,BAT00003,22-05-2023,22-05-2023 21:27,34.8,3591300.0,2196.844,34.5,32.125
2617,2618.0,ASN00003,BAT00003,22-05-2023,22-05-2023 21:38,36.3,3591800.0,2197.016,34.969,32.5
2619,2620.0,ASN00003,BAT00003,22-05-2023,22-05-2023 21:48,37.7,3592200.0,2197.189,35.375,32.906
2621,2622.0,ASN00003,BAT00003,22-05-2023,22-05-2023 21:58,39.2,3592700.0,2197.355,35.781,33.25
2623,2624.0,ASN00003,BAT00003,22-05-2023,22-05-2023 22:08,40.8,3593100.0,2197.527,36.094,33.625
2625,2626.0,ASN00003,BAT00003,22-05-2023,22-05-2023 22:19,42.3,3593600.0,2197.7,36.406,33.969
2627,2628.0,ASN00003,BAT00003,22-05-2023,22-05-2023 22:29,43.7,3594000.0,2197.866,36.719,34.25
2629,2630.0,ASN00003,BAT00003,22-05-2023,22-05-2023 22:39,45.1,3594500.0,2198.039,37.031,34.531
2631,2632.0,ASN00003,BAT00003,22-05-2023,22-05-2023 22:49,46.6,3595000.0,2198.211,37.313,34.781
2633,2634.0,ASN00003,BAT00003,22-05-2023,22-05-2023 22:59,48.3,3595400.0,2198.377,37.563,35.031
2635,2636.0,ASN00003,BAT00003,22-05-2023,22-05-2023 23:10,50.3,3595900.0,2198.55,37.781,35.281
2637,2638.0,ASN00003,BAT00003,22-05-2023,22-05-2023 23:20,52.2,3596300.0,2198.717,37.969,35.5
2639,2640.0,ASN00003,BAT00003,22-05-2023,22-05-2023 23:30,54.1,3596800.0,2198.889,38.125,35.656
2641,2642.0,ASN00003,BAT00003,22-05-2023,22-05-2023 23:40,56.0,3597300.0,2199.061,38.219,35.781
2643,2644.0,ASN00003,BAT00003,22-05-2023,22-05-2023 23:51,58.0,3597700.0,2199.233,38.281,35.844
2645,2646.0,ASN00003,BAT00003,23-05-2023,23-05-2023 00:01,59.8,3598200.0,2199.406,38.281,35.844
2647,2648.0,ASN00003,BAT00003,23-05-2023,23-05-2023 00:11,61.6,3598600.0,2199.578,38.219,35.844
2649,2650.0,ASN00003,BAT00003,23-05-2023,23-05-2023 00:22,63.2,3599100.0,2199.75,38.156,35.813
2651,2652.0,ASN00003,BAT00003,23-05-2023,23-05-2023 00:32,64.6,3599600.0,2199.917,38.094,35.719
2653,2654.0,ASN00003,BAT00003,23-05-2023,23-05-2023 00:42,66.1,3600000.0,2200.089,38.0,35.625
2655,2656.0,ASN00003,BAT00003,23-05-2023,23-05-2023 00:52,67.5,3600500.0,2200.256,37.906,35.594
2657,2658.0,ASN00003,BAT00003,23-05-2023,23-05-2023 01:02,68.9,3600900.0,2200.428,37.781,35.531
2658,2659.0,ASN00003,BAT00003,23-05-2023,23-05-2023 01:13,70.3,3601400.0,2200.6,37.688,35.5
2660,2661.0,ASN00003,BAT00003,23-05-2023,23-05-2023 01:23,71.7,3601800.0,2200.773,37.594,35.5
2662,2663.0,ASN00003,BAT00003,23-05-2023,23-05-2023 01:33,73.0,3602300.0,2200.945,37.5,35.5
2664,2665.0,ASN00003,BAT00003,23-05-2023,23-05-2023 01:43,74.3,3602700.0,2201.111,37.406,35.5
2666,2667.0,ASN00003,BAT00003,23-05-2023,23-05-2023 01:54,75.6,3603200.0,2201.284,37.313,35.469
2668,2669.0,ASN00003,BAT00003,23-05-2023,23-05-2023 02:04,76.9,3603600.0,2201.456,37.25,35.438
2670,2671.0,ASN00003,BAT00003,23-05-2023,23-05-2023 02:14,78.2,3604100.0,2201.623,37.219,35.406
2671,2672.0,ASN00003,BAT00003,23-05-2023,23-05-2023 02:24,79.6,3604500.0,2201.795,37.156,35.344
2672,2673.0,ASN00003,BAT00003,23-05-2023,23-05-2023 02:35,80.9,3604900.0,2201.967,37.094,35.313
2674,2675.0,ASN00003,BAT00003,23-05-2023,23-05-2023 02:45,82.2,3605400.0,2202.134,37.031,35.25
2676,2677.0,ASN00003,BAT00003,23-05-2023,23-05-2023 02:55,83.4,3605800.0,2202.306,37.0,35.219
2678,2679.0,ASN00003,BAT00003,23-05-2023,23-05-2023 03:05,84.7,3606300.0,2202.478,36.906,35.188
2680,2681.0,ASN00003,BAT00003,23-05-2023,23-05-2023 03:16,86.0,3606700.0,2202.65,36.844,35.156
2682,2683.0,ASN00003,BAT00003,23-05-2023,23-05-2023 03:26,87.3,3607100.0,2202.817,36.719,35.156
2684,2685.0,ASN00003,BAT00003,23-05-2023,23-05-2023 03:36,88.7,3607600.0,2202.989,36.656,35.125
2686,2687.0,ASN00003,BAT00003,23-05-2023,23-05-2023 03:46,90.1,3608000.0,2203.162,36.563,35.094
2688,2689.0,ASN00003,BAT00003,23-05-2023,23-05-2023 03:56,91.2,3608400.0,2203.328,36.5,35.0
2690,2691.0,ASN00003,BAT00003,23-05-2023,23-05-2023 04:07,91.5,3608700.0,2203.501,36.375,34.938
2692,2693.0,ASN00003,BAT00003,23-05-2023,23-05-2023 04:17,91.4,3608900.0,2203.667,36.125,34.813
2694,2695.0,ASN00003,BAT00003,23-05-2023,23-05-2023 04:26,91.2,3609000.0,2203.817,35.875,34.688
2696,2697.0,ASN00003,BAT00003,23-05-2023,23-05-2023 04:36,91.3,3609100.0,2203.989,35.531,34.531
2698,2699.0,ASN00003,BAT00003,23-05-2023,23-05-2023 04:46,94.4,3609100.0,2204.116,35.156,34.313
2700,2701.0,ASN00003,BAT00003,23-05-2023,23-05-2023 04:56,93.3,3609700.0,2204.283,34.813,34.156
2702,2703.0,ASN00003,BAT00003,23-05-2023,23-05-2023 05:07,88.5,3611400.0,2204.455,34.563,33.75
2704,2705.0,ASN00003,BAT00003,23-05-2023,23-05-2023 05:17,87.9,3611900.0,2204.622,34.406,32.844
2706,2707.0,ASN00003,BAT00003,23-05-2023,23-05-2023 05:27,86.9,3612300.0,2204.794,34.188,32.25
2708,2709.0,ASN00003,BAT00003,23-05-2023,23-05-2023 05:37,85.8,3612700.0,2204.966,33.906,31.719
2710,2711.0,ASN00003,BAT00003,23-05-2023,23-05-2023 05:47,84.6,3613100.0,2205.133,33.625,31.188
2712,2713.0,ASN00003,BAT00003,23-05-2023,23-05-2023 05:58,83.4,3613500.0,2205.305,33.344,30.781
2714,2715.0,ASN00003,BAT00003,23-05-2023,23-05-2023 06:08,82.3,3613800.0,2205.472,33.063,30.469
2716,2717.0,ASN00003,BAT00003,23-05-2023,23-05-2023 06:18,81.1,3614200.0,2205.644,32.75,30.188
2718,2719.0,ASN00003,BAT00003,23-05-2023,23-05-2023 06:28,80.0,3614500.0,2205.811,32.469,29.875
2720,2721.0,ASN00003,BAT00003,23-05-2023,23-05-2023 06:38,79.2,3614700.0,2205.983,32.188,29.594
2722,2723.0,ASN00003,BAT00003,23-05-2023,23-05-2023 06:49,78.2,3615000.0,2206.155,31.875,29.406
2724,2725.0,ASN00003,BAT00003,23-05-2023,23-05-2023 06:59,76.9,3615400.0,2206.322,31.594,29.031
2727,2728.0,ASN00003,BAT00003,23-05-2023,23-05-2023 07:18,76.5,3615400.0,2206.394,31.031,29.031
2729,2730.0,ASN00003,BAT00003,23-05-2023,23-05-2023 07:28,73.1,3616300.0,2206.566,30.844,29.156
2731,2732.0,ASN00003,BAT00003,23-05-2023,23-05-2023 07:39,67.4,3617900.0,2206.739,30.813,28.813
2733,2734.0,ASN00003,BAT00003,23-05-2023,23-05-2023 07:49,67.0,3618000.0,2206.911,30.625,28.188
2735,2736.0,ASN00003,BAT00003,23-05-2023,23-05-2023 07:59,66.7,3618100.0,2207.084,30.406,28.188
2737,2738.0,ASN00003,BAT00003,23-05-2023,23-05-2023 08:09,66.4,3618100.0,2207.25,30.188,28.188
2739,2740.0,ASN00003,BAT00003,23-05-2023,23-05-2023 08:20,66.2,3618200.0,2207.423,29.969,28.156
2741,2742.0,ASN00003,BAT00003,23-05-2023,23-05-2023 08:30,61.8,3619500.0,2207.595,29.813,28.219
2743,2744.0,ASN00003,BAT00003,23-05-2023,23-05-2023 08:40,58.2,3620500.0,2207.767,29.719,27.688
2745,2746.0,ASN00003,BAT00003,23-05-2023,23-05-2023 08:51,56.8,3620800.0,2207.939,29.531,27.25
2747,2748.0,ASN00003,BAT00003,23-05-2023,23-05-2023 09:01,54.9,3621300.0,2208.112,29.281,27.0
2749,2750.0,ASN00003,BAT00003,23-05-2023,23-05-2023 09:11,53.1,3621800.0,2208.284,28.969,26.781
2751,2752.0,ASN00003,BAT00003,23-05-2023,23-05-2023 09:21,48.3,3623400.0,2208.451,28.594,26.594
2753,2754.0,ASN00003,BAT00003,23-05-2023,23-05-2023 09:32,39.7,3624500.0,2208.614,28.094,26.125
2755,2756.0,ASN00003,BAT00003,23-05-2023,23-05-2023 09:42,41.4,3624900.0,2208.781,28.031,26.313
2757,2758.0,ASN00003,BAT00003,23-05-2023,23-05-2023 09:52,43.2,3625400.0,2208.953,28.094,26.625
2759,2760.0,ASN00003,BAT00003,23-05-2023,23-05-2023 10:02,45.1,3625900.0,2209.126,28.25,27.0
2761,2762.0,ASN00003,BAT00003,23-05-2023,23-05-2023 10:13,47.0,3626300.0,2209.298,28.625,27.406
2763,2764.0,ASN00003,BAT00003,23-05-2023,23-05-2023 10:23,49.2,3626800.0,2209.47,29.156,27.781
2765,2766.0,ASN00003,BAT00003,23-05-2023,23-05-2023 10:33,51.6,3627300.0,2209.637,29.625,28.156
2767,2768.0,ASN00003,BAT00003,23-05-2023,23-05-2023 10:43,53.8,3627700.0,2209.809,30.063,28.469
2769,2770.0,ASN00003,BAT00003,23-05-2023,23-05-2023 10:53,55.9,3628200.0,2209.976,30.375,28.656
2771,2772.0,ASN00003,BAT00003,23-05-2023,23-05-2023 11:04,58.0,3628600.0,2210.148,30.625,28.813
2773,2774.0,ASN00003,BAT00003,23-05-2023,23-05-2023 11:14,60.0,3629100.0,2210.32,30.813,28.938
2775,2776.0,ASN00003,BAT00003,23-05-2023,23-05-2023 11:24,61.7,3629600.0,2210.493,30.938,29.031
2777,2778.0,ASN00003,BAT00003,23-05-2023,23-05-2023 11:35,63.5,3629800.0,2210.633,30.875,29.063
2779,2780.0,ASN00003,BAT00003,23-05-2023,23-05-2023 11:45,61.9,3630100.0,2210.773,30.625,29.031
2781,2782.0,ASN00003,BAT00003,23-05-2023,23-05-2023 11:55,57.7,3631500.0,2210.945,30.406,28.875
2783,2784.0,ASN00003,BAT00003,23-05-2023,23-05-2023 12:05,55.9,3631900.0,2211.112,29.875,28.188
2785,2786.0,ASN00003,BAT00003,23-05-2023,23-05-2023 12:16,53.0,3632700.0,2211.284,29.531,28.063
2788,2789.0,ASN00003,BAT00003,23-05-2023,23-05-2023 12:39,53.0,3632700.0,2211.284,28.656,27.406
2790,2791.0,ASN00003,BAT00003,23-05-2023,23-05-2023 12:49,42.6,3634400.0,2211.508,28.563,27.406
2792,2793.0,ASN00003,BAT00003,23-05-2023,23-05-2023 12:59,39.3,3635500.0,2211.616,28.344,27.281
2794,2795.0,ASN00003,BAT00003,23-05-2023,23-05-2023 13:09,38.4,3635800.0,2211.703,28.125,26.844
2796,2797.0,ASN00003,BAT00003,23-05-2023,23-05-2023 13:19,35.6,3636700.0,2211.875,27.969,26.531
2798,2799.0,ASN00003,BAT00003,23-05-2023,23-05-2023 13:29,32.9,3637600.0,2212.042,27.844,26.344
2800,2801.0,ASN00003,BAT00003,23-05-2023,23-05-2023 13:40,30.5,3638500.0,2212.214,27.75,26.188
2802,2803.0,ASN00003,BAT00003,23-05-2023,23-05-2023 13:50,27.8,3639400.0,2212.386,27.719,26.125
2804,2805.0,ASN00003,BAT00003,23-05-2023,23-05-2023 14:00,21.7,3640400.0,2212.544,27.813,26.25
2806,2807.0,ASN00003,BAT00003,23-05-2023,23-05-2023 14:10,18.2,3641600.0,2212.71,28.188,26.688
2808,2809.0,ASN00003,BAT00003,23-05-2023,23-05-2023 14:21,17.0,3642300.0,2212.846,28.719,27.125
2810,2811.0,ASN00003,BAT00003,23-05-2023,23-05-2023 14:31,21.3,3643500.0,2213.018,28.906,27.531
2812,2813.0,ASN00003,BAT00003,23-05-2023,23-05-2023 14:41,25.5,3644800.0,2213.185,28.906,27.719
2813,2814.0,ASN00003,BAT00003,23-05-2023,23-05-2023 14:51,29.7,3646100.0,2213.357,29.063,28.063
2815,2816.0,ASN00003,BAT00003,23-05-2023,23-05-2023 15:01,33.8,3647400.0,2213.524,29.406,28.5
2817,2818.0,ASN00003,BAT00003,23-05-2023,23-05-2023 15:12,37.8,3648700.0,2213.696,29.875,29.0
2819,2820.0,ASN00003,BAT00003,23-05-2023,23-05-2023 15:22,41.8,3650000.0,2213.863,30.438,29.531
2821,2822.0,ASN00003,BAT00003,23-05-2023,23-05-2023 15:32,46.0,3651300.0,2214.035,31.0,30.063
2823,2824.0,ASN00003,BAT00003,23-05-2023,23-05-2023 15:42,50.7,3652600.0,2214.202,31.594,30.625
2825,2826.0,ASN00003,BAT00003,23-05-2023,23-05-2023 15:52,55.8,3653900.0,2214.374,32.0,31.031
2827,2828.0,ASN00003,BAT00003,23-05-2023,23-05-2023 16:03,60.9,3655200.0,2214.546,32.219,31.063
2829,2830.0,ASN00003,BAT00003,23-05-2023,23-05-2023 16:13,65.6,3656500.0,2214.719,32.375,31.219
2831,2832.0,ASN00003,BAT00003,23-05-2023,23-05-2023 16:23,69.8,3657800.0,2214.885,32.438,31.281
2833,2834.0,ASN00003,BAT00003,23-05-2023,23-05-2023 16:33,74.0,3659100.0,2215.058,32.531,31.281
2835,2836.0,ASN00003,BAT00003,23-05-2023,23-05-2023 16:44,78.0,3660500.0,2215.23,32.594,31.406
2837,2838.0,ASN00003,BAT00003,23-05-2023,23-05-2023 16:54,82.0,3661700.0,2215.396,32.656,31.563
2839,2840.0,ASN00003,BAT00003,23-05-2023,23-05-2023 17:04,85.9,3663100.0,2215.569,32.781,31.625
2845,2846.0,ASN00003,BAT00003,23-05-2023,23-05-2023 17:41,85.9,3663200.0,2215.569,31.938,30.5
2851,2852.0,ASN00003,BAT00003,23-05-2023,23-05-2023 18:39,86.6,3663200.0,2215.621,30.625,29.406
2853,2854.0,ASN00003,BAT00003,23-05-2023,23-05-2023 18:50,85.4,3664200.0,2215.753,30.563,29.5
2856,2857.0,ASN00003,BAT00003,23-05-2023,23-05-2023 19:11,85.2,3664200.0,2215.768,30.281,29.5
2858,2859.0,ASN00003,BAT00003,23-05-2023,23-05-2023 19:21,84.1,3664200.0,2215.805,30.219,29.5
2860,2861.0,ASN00003,BAT00003,23-05-2023,23-05-2023 19:33,83.8,3664200.0,2215.836,30.125,29.5
2862,2863.0,ASN00003,BAT00003,23-05-2023,23-05-2023 19:43,83.6,3664200.0,2216.008,30.063,29.531
2864,2865.0,ASN00003,BAT00003,23-05-2023,23-05-2023 19:53,83.6,3664200.0,2216.119,30.031,29.563
2866,2867.0,ASN00003,BAT00003,23-05-2023,23-05-2023 20:04,83.6,3664200.0,2216.291,30.063,29.625
2868,2869.0,ASN00003,BAT00003,23-05-2023,23-05-2023 20:14,83.6,3664200.0,2216.464,30.125,29.656
2870,2871.0,ASN00003,BAT00003,23-05-2023,23-05-2023 20:24,84.0,3664200.0,2216.631,30.188,29.688
2871,2872.0,ASN00003,BAT00003,23-05-2023,23-05-2023 20:34,81.1,3665400.0,2216.803,30.469,29.844
2873,2874.0,ASN00003,BAT00003,23-05-2023,23-05-2023 20:45,77.2,3666800.0,2216.975,30.781,30.063
2875,2876.0,ASN00003,BAT00003,23-05-2023,23-05-2023 20:55,74.2,3667900.0,2217.147,31.063,30.281
2877,2878.0,ASN00003,BAT00003,23-05-2023,23-05-2023 21:05,71.7,3668700.0,2217.314,31.406,30.563
2879,2880.0,ASN00003,BAT00003,23-05-2023,23-05-2023 21:15,69.0,3669600.0,2217.481,31.781,30.844
2881,2882.0,ASN00003,BAT00003,23-05-2023,23-05-2023 21:26,65.1,3670800.0,2217.653,32.094,31.125
2883,2884.0,ASN00003,BAT00003,23-05-2023,23-05-2023 21:36,61.1,3672000.0,2217.826,32.313,31.438
2885,2886.0,ASN00003,BAT00003,23-05-2023,23-05-2023 21:46,56.8,3673200.0,2217.998,32.406,31.438
2887,2888.0,ASN00003,BAT00003,23-05-2023,23-05-2023 21:57,54.9,3673500.0,2218.164,32.781,31.656
2889,2890.0,ASN00003,BAT00003,23-05-2023,23-05-2023 22:07,57.0,3673900.0,2218.331,33.156,31.969
2891,2892.0,ASN00003,BAT00003,23-05-2023,23-05-2023 22:17,59.2,3674400.0,2218.503,33.344,32.156
2893,2894.0,ASN00003,BAT00003,23-05-2023,23-05-2023 22:27,61.1,3674900.0,2218.675,33.438,32.125
2895,2896.0,ASN00003,BAT00003,23-05-2023,23-05-2023 22:37,62.7,3675300.0,2218.842,33.5,31.875
2897,2898.0,ASN00003,BAT00003,23-05-2023,23-05-2023 22:48,64.3,3675800.0,2219.014,33.531,31.656
2899,2900.0,ASN00003,BAT00003,23-05-2023,23-05-2023 22:58,65.7,3676200.0,2219.186,33.813,31.438
2901,2902.0,ASN00003,BAT00003,23-05-2023,23-05-2023 23:08,67.2,3676700.0,2219.359,34.031,31.281
2903,2904.0,ASN00003,BAT00003,23-05-2023,23-05-2023 23:18,68.5,3677100.0,2219.525,34.219,31.094
2905,2906.0,ASN00003,BAT00003,23-05-2023,23-05-2023 23:29,69.9,3677600.0,2219.698,34.313,30.906
2907,2908.0,ASN00003,BAT00003,23-05-2023,23-05-2023 23:39,71.3,3678100.0,2219.87,34.375,30.781
2909,2910.0,ASN00003,BAT00003,23-05-2023,23-05-2023 23:49,72.6,3678500.0,2220.036,34.438,30.594
2911,2912.0,ASN00003,BAT00003,23-05-2023,23-05-2023 23:59,73.9,3678900.0,2220.209,34.438,30.438
2913,2914.0,ASN00003,BAT00003,24-05-2023,24-05-2023 00:09,75.1,3679400.0,2220.376,34.438,30.25
2915,2916.0,ASN00003,BAT00003,24-05-2023,24-05-2023 00:20,76.4,3679800.0,2220.548,34.406,30.094
2917,2918.0,ASN00003,BAT00003,24-05-2023,24-05-2023 00:30,77.8,3680300.0,2220.72,34.375,29.906
2919,2920.0,ASN00003,BAT00003,24-05-2023,24-05-2023 00:40,79.1,3680700.0,2220.892,34.313,29.813
2921,2922.0,ASN00003,BAT00003,24-05-2023,24-05-2023 00:51,80.5,3681200.0,2221.064,34.219,29.625
2923,2924.0,ASN00003,BAT00003,24-05-2023,24-05-2023 01:01,81.7,3681600.0,2221.231,34.188,29.594
2925,2926.0,ASN00003,BAT00003,24-05-2023,24-05-2023 01:11,83.0,3682100.0,2221.403,34.094,29.594
2926,2927.0,ASN00003,BAT00003,24-05-2023,24-05-2023 01:21,84.2,3682500.0,2221.576,34.063,29.594
